"timestamp","cpu","ram","sockets","net_speed","threads","label"
"1767024466.3085942","7.8","87.4","1990","1292882","4158","0"
"1767024468.8085573","8.9","87.2","1987","1105340","4151","0"
"1767024471.2562318","6.7","87.2","1987","1215523","4141","0"
"1767024473.5161953","6.7","87.5","1987","1070219","4143","0"
"1767024475.61727","4.6","87.6","1987","109814","4138","0"
"1767024477.675197","4.3","87.6","1986","334282","4137","0"
"1767024479.6882772","4.0","87.5","1986","37001","4138","0"
"1767024481.7154408","4.8","87.6","1985","76451","4136","0"
"1767024483.738551","4.5","87.5","1985","34458","4134","0"
"1767024485.775928","4.8","87.5","1985","0","4134","0"
"1767024487.8081408","4.8","87.4","1994","14202","4136","0"
"1767024489.9064953","4.8","86.6","1990","1502","4111","0"
"1767024491.9096012","4.7","86.5","1990","91","4087","0"
"1767024494.3318474","6.9","87.1","1992","116486","4092","0"
"1767024497.2281258","12.3","87.3","1991","1162128","4102","0"
"1767024499.7180498","7.9","87.4","1993","1628633","4100","0"
"1767024502.5901875","9.2","87.3","1993","1093424","4098","0"
"1767024505.8523798","15.8","87.5","1993","1256040","4096","0"
